"Story","Title","Result","Date","Stability","Duration (s)"
"HU-001 Login","Inicio de sesion fallido","PENDING","2022-11-16T16:20:30.024-05:00[America/Bogota]","0.0","0.02"
"HU-001 Login","Inicio de sesion campos erroneos","SUCCESS","2022-11-16T21:35:59.402-05:00[America/Bogota]","0.0","12.81"
